acq_date,grid_id,t2m,td2m,10u,10v,tp,af_flag,wind10m
2024-01-01,4593070,275.67456,273.42776,0.46712556,0.43591785,0.0018724574,0,0.6389293081037495
2024-01-01,4593078,273.9899,271.295,0.47676912,0.9322354,0.004892245,0,1.0470776641676274
2024-01-01,4603872,273.65054,271.55692,0.7617626,0.6776374,0.003046453,0,1.0195463229483592
2024-01-01,4607483,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-01,4611068,274.9327,272.82196,0.71651524,0.8154955,0.0024162605,0,1.0855537755783946
2024-01-01,4611070,274.75845,272.54608,0.72186595,0.81140614,0.0029545203,0,1.0860342415408006
2024-01-01,4614668,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-01,4614669,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-01,4618275,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-01,4618282,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-01,4632683,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-02,4488667,277.5872,274.7494,1.0292753,-1.5945841,0.011123477,0,1.8979215197586279
2024-01-02,4495870,276.84485,274.05295,1.1701851,-1.1668497,0.0101580955,0,1.6525348379541354
2024-01-02,4495879,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-02,4499472,276.52966,273.7913,1.1614164,-1.0274454,0.008956238,0,1.5506553789189008
2024-01-02,4499474,276.97922,273.83646,1.4252917,-1.1091309,0.0062677967,0,1.8059977251989272
2024-01-02,4503082,278.0475,273.5764,1.1586494,-0.9395752,0.0013591305,0,1.4917338866484866
2024-01-02,4506678,276.63376,273.71512,1.0563952,-0.61216223,0.0043830085,0,1.220947752535551
2024-01-02,4506679,277.42004,274.12903,1.0180448,-0.6160278,0.0031238603,0,1.1899182598732907
2024-01-02,4506681,277.67923,273.72693,0.8482043,-0.8623657,0.0021096724,0,1.209597096174995
2024-01-02,4506682,277.92355,273.595,0.8560982,-0.98533124,0.0017897144,0,1.3052899220338667
2024-01-02,4506688,279.29163,273.8468,1.829019,-1.5188192,0.00038036256,0,2.3774192446116102
2024-01-02,4506689,279.5452,273.96863,2.0514717,-1.5196329,0.0003072612,0,2.5530022104697245
2024-01-02,4510267,276.9788,274.6488,0.57027054,-0.8883464,0.018786687,0,1.0556362134679027
2024-01-02,4510277,275.22,272.61795,1.0568022,-0.6309,0.006581064,0,1.230798805623746
2024-01-02,4510278,276.1074,273.2323,1.0221342,-0.6256307,0.0052610445,0,1.1984039784614076
2024-01-02,4510280,277.1799,273.7047,0.9008166,-0.7478841,0.0034776586,0,1.170812185565375
2024-01-02,4510281,277.37952,273.55325,0.81418735,-0.8755086,0.0029993611,0,1.195582012901659
2024-01-02,4510282,277.56686,273.46594,0.6546008,-1.0036621,0.0024279016,0,1.198265337200843
2024-01-02,4510283,277.73166,273.44177,0.668822,-1.085083,0.0019817904,0,1.2746481807043857
2024-01-02,4510286,278.1638,273.71902,0.95652133,-1.272583,0.001002337,0,1.5919800710542733
2024-01-02,4510288,278.8345,273.76648,1.3700956,-1.30483,0.0006590738,0,1.8920209517971411
2024-01-02,4513873,275.46658,273.35828,0.9445178,-0.6478881,0.01412442,0,1.145370186724995
2024-01-02,4513883,277.52234,273.49924,0.5262642,-1.0553182,0.0027175802,0,1.179258458291854
2024-01-02,4513884,277.51077,273.57727,0.53798294,-1.0572306,0.0021867112,0,1.1862386713083517
2024-01-02,4513887,278.12894,273.89896,0.9594917,-1.1966959,0.0014049961,0,1.5338531218619662
2024-01-02,4513888,278.0576,273.52078,1.165933,-1.1526083,0.001131232,0,1.639483349631185
2024-01-02,4513890,278.25613,273.02795,1.637755,-1.3105469,0.0005179897,0,2.0975639721173254
2024-01-02,4513892,279.9802,274.11316,2.1932766,-1.797526,0.00030500555,0,2.835764793628618
2024-01-02,4517482,277.31198,273.57108,0.5643501,-1.0230917,0.004218023,0,1.1684210122977503
2024-01-02,4517483,277.32907,273.57556,0.44789505,-1.067627,0.0035762447,0,1.1577725972502126
2024-01-02,4517487,277.34583,273.39255,0.77779007,-1.0431315,0.0018930689,0,1.3011843525353566
2024-01-02,4517488,276.91858,272.94382,0.98380405,-0.9603882,0.0015456333,0,1.3748512295865478
2024-01-02,4517490,277.24686,272.74026,1.4530627,-1.1102295,0.0008950784,0,1.8286609179401028
2024-01-02,4517491,278.4277,273.26804,1.7161852,-1.3427124,0.00058066397,0,2.1790291943461426
2024-01-02,4517492,279.25565,273.76224,1.9875069,-1.579244,0.00041544175,0,2.538541961261151
2024-01-02,4521066,277.34616,275.00558,0.35567093,-1.058024,0.01629864,0,1.1162063407018727
2024-01-02,4521067,277.15076,274.86243,0.44958368,-0.897522,0.017194234,0,1.0038282850200737
2024-01-02,4521084,276.39432,272.75613,0.44883093,-1.0528158,0.0040738243,0,1.1444956585563377
2024-01-02,4521091,277.9656,273.1758,1.7519518,-1.2210693,0.001116152,0,2.1354965101647276
2024-01-02,4521093,279.1016,273.52292,2.559203,-1.7783203,0.00049113407,0,3.116399057341837
2024-01-02,4524684,276.09445,272.66663,0.5717354,-1.0333048,0.005245577,0,1.1809319105334566
2024-01-02,4524689,276.03244,272.43454,1.4798164,-0.76920575,0.0023882943,0,1.6677931716918686
2024-01-02,4524692,278.00827,272.79343,2.2580554,-1.2103068,0.0010408919,0,2.561963453992933
2024-01-02,4524693,278.4067,272.8323,2.853799,-1.5542399,0.0007032651,0,3.2495892662231958
2024-01-02,4528268,277.1519,274.67737,0.5304146,-0.802592,0.0155898705,0,0.9620257617949531
2024-01-02,4528278,274.1558,271.99207,1.3139229,-0.55598956,0.012416309,0,1.4267157313120942
2024-01-02,4528280,274.81296,272.29465,1.1093534,-0.76918536,0.00987719,0,1.3499300293459249
2024-01-02,4528284,276.31808,273.0204,0.77219516,-1.0226644,0.0062266397,0,1.2814553601880894
2024-01-02,4528286,276.40524,272.9286,1.072834,-0.9983724,0.0045978385,0,1.4655102321845999
2024-01-02,4531883,276.4574,273.48035,0.81426877,-1.0126139,0.0074492795,0,1.2993923734848234
2024-01-02,4531884,276.2682,273.14368,0.93467075,-1.020101,0.006739478,0,1.3835517558467274
2024-01-02,4531885,276.04935,272.72757,1.0713692,-1.0289103,0.0058933306,0,1.4854253155762256
2024-01-02,4531888,276.21985,272.83572,1.6740913,-0.76971436,0.00404885,0,1.8425639410142325
2024-01-02,4531890,276.80008,272.7383,2.2314236,-0.6687419,0.0027914005,0,2.3294778409447403
2024-01-02,4535466,277.22073,274.24313,0.4606514,-1.09906,0.007874146,0,1.19169316349552
2024-01-02,4535468,276.65555,274.064,0.55116653,-0.6927083,0.010717757,0,0.8852284070685548
2024-01-02,4535469,276.71317,274.20407,0.599425,-0.4978027,0.012132978,0,0.7791776811179142
2024-01-02,4535470,276.6343,274.13147,0.74064,-0.39904782,0.014425067,0,0.8413006431988225
2024-01-02,4535475,274.40555,272.60632,1.2977282,-0.19258623,0.016317595,0,1.311940523446415
2024-01-02,4535482,276.00183,273.32175,1.0099068,-0.9582316,0.0077128885,0,1.3921636196671712
2024-01-02,4535484,275.75656,272.7571,1.0940539,-1.0215658,0.006817506,0,1.496846892582822
2024-01-02,4535485,275.5325,272.3778,1.1992174,-1.0279745,0.006266126,0,1.57951066634987
2024-01-02,4535488,275.83914,272.46927,1.8452339,-0.80253094,0.004486635,0,2.012198811093599
2024-01-02,4535492,277.44437,272.582,3.0409737,-0.75075275,0.0018175498,0,3.13227564810702
2024-01-02,4535493,277.9456,272.8862,3.6499417,-1.1046549,0.0014844437,0,3.8134416032624516
2024-01-02,4539067,276.74875,273.85617,0.5099881,-0.81915283,0.00676413,0,0.9649348273529249
2024-01-02,4539085,275.27185,272.2926,1.3567289,-1.0268148,0.006344588,0,1.7014881549967515
2024-01-02,4539093,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-02,4542665,276.93372,273.69455,0.57655716,-1.1340942,0.004320893,0,1.2722373258244335
2024-01-02,4542670,276.23288,273.56937,0.76694614,-0.32497147,0.009837402,0,0.832954283244201
2024-01-02,4542671,275.88895,273.28772,0.9238269,-0.27048743,0.012113795,0,0.9626108200885833
2024-01-02,4542681,275.23718,272.73978,1.5315132,-0.66564935,0.0068894695,0,1.669916686224095
2024-01-02,4542682,275.53137,272.8364,1.3945097,-0.8010864,0.006141729,0,1.6082278208198768
2024-01-02,4542684,275.63245,272.6632,1.4751981,-0.8577881,0.005393773,0,1.7064612092705829
2024-01-02,4546268,276.45544,273.64587,0.63732785,-0.65218097,0.004647286,0,0.9118809165761522
2024-01-02,4546280,274.84094,272.4119,1.6730741,-0.5039062,0.0061221304,0,1.7473117645369558
2024-01-02,4546281,275.2498,272.5928,1.6881294,-0.5101318,0.005478253,0,1.7635235537172733
2024-01-02,4546286,275.28415,272.10413,1.9850248,-0.6654256,0.0044939793,0,2.093588948612024
2024-01-02,4549869,275.96716,273.23904,0.71197385,-0.49381506,0.0044986787,0,0.8664641230695165
2024-01-02,4549880,274.81448,272.3574,1.6699816,-0.49487302,0.0051678023,0,1.741762857068229
2024-01-02,4549884,275.07922,271.98157,1.9156889,-0.48504636,0.0034576054,0,1.9761411723185314
2024-01-02,4549885,275.24387,271.98938,2.0492947,-0.47841385,0.0036072615,0,2.104397438536721
2024-01-02,4549886,275.0862,271.7371,2.1979969,-0.49308264,0.0036983802,0,2.252625326653099
2024-01-02,4549887,274.97375,271.58865,2.369241,-0.5396728,0.0037330869,0,2.42992790986499
2024-01-02,4549888,274.80002,271.416,2.5424793,-0.5889892,0.0037556454,0,2.6098101978199737
2024-01-02,4549889,274.69812,271.24695,2.7172635,-0.5894775,0.0036694738,0,2.7804684230248866
2024-01-02,4549890,274.98303,271.31442,2.9509876,-0.5838216,0.0034897584,0,3.0081847476477104
2024-01-02,4549891,275.4553,271.47897,3.180968,-0.5778808,0.0032092812,0,3.2330331943907784
2024-01-02,4553463,277.42874,274.00232,0.751606,-1.1099243,0.0028190194,0,1.3404639237840346
2024-01-02,4553470,275.35413,272.84622,0.716348,-0.46990964,0.0048144604,0,0.8567202150462715
2024-01-02,4553473,275.4495,273.093,0.8907051,-0.4893595,0.006138272,0,1.0162816024145376
2024-01-02,4553484,274.86194,271.81042,1.8960762,-0.44982907,0.003102099,0,1.9487049926614097
2024-01-02,4553485,274.8577,271.66995,2.028075,-0.4367472,0.0032129004,0,2.0745689485608425
2024-01-02,4553486,274.85965,271.5133,2.1756375,-0.4501139,0.0033140718,0,2.2217112896097597
2024-01-02,4553487,274.8232,271.39343,2.3477974,-0.49792477,0.0033502742,0,2.4000170224451147
2024-01-02,4553488,274.70975,271.30887,2.4804676,-0.47499588,0.0033058408,0,2.52553768545764
2024-01-02,4553489,274.62717,271.17484,2.6124866,-0.41628006,0.0033170558,0,2.6454442582547766
2024-01-02,4553490,274.85788,271.20642,2.8110745,-0.3901367,0.0034200842,0,2.838018056538249
2024-01-02,4553491,275.26462,271.3174,3.0417671,-0.38722733,0.0034216526,0,3.0663157201666853
2024-01-02,4553492,275.9193,271.65988,3.2998848,-0.38852942,0.0031542215,0,3.3226788595163055
2024-01-02,4553493,276.98538,272.35202,3.8838284,-0.47037756,0.0029079276,0,3.912208850457515
2024-01-02,4553494,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-02,4557066,275.8779,273.29276,0.40179315,-0.262207,0.0032184338,0,0.47978145674455
2024-01-02,4557084,274.53464,271.63968,1.8547148,-0.48274735,0.0030727158,0,1.916510368683421
2024-01-02,4557086,274.71066,271.43323,2.1259346,-0.42985022,0.0029898616,0,2.168955770667352
2024-01-02,4557087,274.4901,271.22806,2.24949,-0.39247635,0.0029589473,0,2.283471687017232
2024-01-02,4557088,274.37967,271.2097,2.3367908,-0.28800452,0.0028416566,0,2.354471882717029
2024-01-02,4557089,274.28796,271.09525,2.428913,-0.18206783,0.0027385796,0,2.4357272130289775
2024-01-02,4557090,274.68063,271.1515,2.650959,-0.17490637,0.0030363998,0,2.6567227664827158
2024-01-02,4557091,274.96228,271.07117,2.8827095,-0.17515051,0.0033736578,0,2.888025582044506
2024-01-02,4557092,275.59396,271.272,3.1535633,-0.18168128,0.0033352575,0,3.1587924234759917
2024-01-02,4557093,276.11307,271.512,3.3707263,-0.20520015,0.00326555,0,3.3769665220537366
2024-01-02,4560672,274.92502,272.7987,0.7074979,-0.446228,0.0054602856,0,0.8364644083811397
2024-01-02,4560673,274.86447,272.72342,0.7510567,-0.4715779,0.006763562,0,0.886832499620588
